12번째: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
거절: precision=0.8333, recall=0.5000, f1-score=0.6250, support=10.0000
거지: precision=0.9091, recall=1.0000, f1-score=0.9524, support=30.0000
거창군수화통역센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
거창군주민지원센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
건강: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
건성건성: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
걸스카우트: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
걸음걸이: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
걸핏하면: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
검사: precision=0.9375, recall=0.7500, f1-score=0.8333, support=20.0000
검정머리: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
겉모습: precision=0.8750, recall=0.7778, f1-score=0.8235, support=9.0000
게으르다: precision=0.6429, recall=0.9000, f1-score=0.7500, support=10.0000
겨드랑이: precision=0.6923, recall=0.9000, f1-score=0.7826, support=10.0000
격노: precision=1.0000, recall=0.8333, f1-score=0.9091, support=30.0000
견문: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
견습소: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
결벽: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
결승전: precision=1.0000, recall=0.8000, f1-score=0.8889, support=20.0000
결심: precision=0.8889, recall=1.0000, f1-score=0.9412, support=40.0000
결점: precision=0.7674, recall=0.8250, f1-score=0.7952, support=40.0000
결코: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
결합을끊다: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
겸손: precision=0.5000, recall=0.8000, f1-score=0.6154, support=10.0000
겸임: precision=0.7917, recall=0.9500, f1-score=0.8636, support=20.0000
겹치다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
경과실: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
경기도: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
경기도청: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
경남농아인협회: precision=0.9524, recall=1.0000, f1-score=0.9756, support=20.0000
경로당: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
경북: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
경비: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
경산시수어통역센터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
경주시수어통역센터: precision=1.0000, recall=0.6000, f1-score=0.7500, support=15.0000
계기: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
계약금: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
계획: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
계획적: precision=0.4286, recall=0.9000, f1-score=0.5806, support=10.0000
고급지다: precision=0.7500, recall=0.6000, f1-score=0.6667, support=10.0000
고깃국: precision=0.6667, recall=0.8000, f1-score=0.7273, support=10.0000
고등학교: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고등학생: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고려대학교: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
고령군수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고령군주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고성군주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고성시수어통역센터: precision=1.0000, recall=0.4000, f1-score=0.5714, support=10.0000
고속터미널: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고양: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고양시수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고양시지부: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
고용: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
고인: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
고조할아버지: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고집: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
고창군수어통역센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
고창군주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고춧잎: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
고흥군수어통역센터: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
곡성군수어통역센터: precision=0.6250, recall=1.0000, f1-score=0.7692, support=10.0000
곡성군지부: precision=1.0000, recall=0.5000, f1-score=0.6667, support=10.0000
골절: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
골짜기: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
골키퍼: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
공교롭다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
공범: precision=1.0000, recall=1.0000, f1-score=1.0000, support=15.0000
공석: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
공식: precision=0.9474, recall=0.9000, f1-score=0.9231, support=20.0000
공식발표: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
공주시지부: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
공항: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
과로: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
과음: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
과천시지부: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
관계없다: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
관광: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
관습: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
관악구수어통역센터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
관악구주민지원센터: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
관악구지부: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
광명: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
광명시수어통역센터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
광명시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
광산구수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
광산구지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
광양군수어통역센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
광양군주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
광양군지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
광업: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
광주: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
광주광역시청: precision=0.6667, recall=1.0000, f1-score=0.8000, support=10.0000
광주시수어통역센터: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
광주시청: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
광진구수어통역센터: precision=0.8571, recall=0.6000, f1-score=0.7059, support=10.0000
괜찮다: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
괴롭히다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
괴산군주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
괴산군지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
괴팍하다: precision=1.0000, recall=0.5000, f1-score=0.6667, support=10.0000
교기: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
교사직무: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
교섭: precision=0.6429, recall=0.9000, f1-score=0.7500, support=10.0000
교수: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
교육자: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
교육청: precision=0.6667, recall=1.0000, f1-score=0.8000, support=10.0000
교장: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
교제: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
교통기본교육: precision=0.6667, recall=0.8000, f1-score=0.7273, support=10.0000
교통안전교육: precision=1.0000, recall=0.4000, f1-score=0.5714, support=10.0000
구: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
구급차: precision=1.0000, recall=0.5000, f1-score=0.6667, support=10.0000
구두: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
구두액: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
구렁이: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
구로구수어통역센터: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
구로구지부: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
구리시수어통역센터: precision=0.6667, recall=1.0000, f1-score=0.8000, support=10.0000
구미시수어통역센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
구백만: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
구백억: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
구백오십: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
구백오십만: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
구십: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
구십구: precision=0.8750, recall=0.7000, f1-score=0.7778, support=10.0000
구십만: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
구십삼: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
구십오: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
구십칠: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
구억: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
구억오천만: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
구인: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
구조: precision=0.9375, recall=0.7500, f1-score=0.8333, support=20.0000
구천만: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
구천오백: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
구천오백만: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
구화: precision=0.6429, recall=0.9000, f1-score=0.7500, support=10.0000
국어학: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
군산: precision=1.0000, recall=0.6667, f1-score=0.8000, support=9.0000
군산시수어통역센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
군산시청: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
군위군수어통역센터: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
군위군지부: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
군포: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
군포시수어통역센터: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
군포시지부: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
군포시청: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
궁리: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
궁지: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
궁핍하다: precision=0.7778, recall=0.7000, f1-score=0.7368, support=10.0000
권력: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
권투: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
귀: precision=0.5000, recall=0.3000, f1-score=0.3750, support=10.0000
귀부인: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
귀엽다: precision=0.6000, recall=0.7500, f1-score=0.6667, support=20.0000
귀중품: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
근근이: precision=0.9070, recall=0.9750, f1-score=0.9398, support=40.0000
글: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
금산: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
금식: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
금욕: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
금정구수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
금정구지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
금천: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
금천구수어통역센터: precision=0.8571, recall=0.6000, f1-score=0.7059, support=10.0000
금천구청: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
급하다: precision=1.0000, recall=0.7000, f1-score=0.8235, support=20.0000
기대: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
기분: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
기세등등: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
기술: precision=0.5000, recall=0.5000, f1-score=0.5000, support=10.0000
기술자: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
기억: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
기절초풍: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
기초확인: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
기피하다: precision=0.8824, recall=0.7500, f1-score=0.8108, support=20.0000
길몽: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
길운: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
김제시청: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
김천시수어통역센터: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
김천시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=9.0000
김포시수어통역센터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
김포시청: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
김해시지부: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
김해시청: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
까치산: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
깎다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
깜빡하다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
꺼지다: precision=0.8750, recall=0.8167, f1-score=0.8448, support=60.0000
꿀물: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
끊다: precision=0.6087, recall=0.9333, f1-score=0.7368, support=15.0000
나: precision=0.8750, recall=0.7000, f1-score=0.7778, support=10.0000
나누다: precision=0.4286, recall=0.9000, f1-score=0.5806, support=10.0000
나빠지다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
나이: precision=1.0000, recall=0.5000, f1-score=0.6667, support=10.0000
나주시수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
나주시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
낙제: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
낚시: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
낚시대: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
낚시터: precision=1.0000, recall=0.5000, f1-score=0.6667, support=10.0000
난감하다: precision=0.9000, recall=0.9000, f1-score=0.9000, support=20.0000
날: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
날쎄다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
남구지부: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
남몰래: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
남부지방: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
남산: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
남성적: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
남아: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
남양주시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
남원: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
남원시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
남편: precision=0.4000, recall=0.2000, f1-score=0.2667, support=10.0000
내뱉다: precision=0.9310, recall=0.9000, f1-score=0.9153, support=30.0000
내버려두다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
내정: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
냄비: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
냄새맡다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
냉커피: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
너: precision=0.4762, recall=1.0000, f1-score=0.6452, support=10.0000
너희: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
넘기다: precision=0.6667, recall=1.0000, f1-score=0.8000, support=10.0000
네쌍둥이: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
노고: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
노년기: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
노랑: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
노르웨이: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
노부모: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
노원: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
노원구수어통역센터: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
노원구주민지원센터: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
노인: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
논산시수어통역센터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
논산시청: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
놀다: precision=0.6250, recall=1.0000, f1-score=0.7692, support=10.0000
놀랍다: precision=0.9615, recall=0.8333, f1-score=0.8929, support=30.0000
농인: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
누나: precision=0.6429, recall=0.9000, f1-score=0.7500, support=10.0000
눈: precision=0.5312, recall=0.8500, f1-score=0.6538, support=20.0000
눈가림: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
눈썹: precision=0.3750, recall=0.3000, f1-score=0.3333, support=10.0000
뉴질랜드: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
느낌: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
느리다: precision=0.6000, recall=0.9000, f1-score=0.7200, support=10.0000
늙다: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
다과: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
다섯번째: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
다행: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
단양군수어통역센터: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
단양군주민지원센터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
단어: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
달: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
달다: precision=0.8000, recall=0.4000, f1-score=0.5333, support=10.0000
달변: precision=0.7273, recall=0.8000, f1-score=0.7619, support=20.0000
달서구주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
달성: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
답답: precision=0.8750, recall=0.7000, f1-score=0.7778, support=10.0000
당진시청: precision=0.6154, recall=0.8000, f1-score=0.6957, support=10.0000
당황: precision=0.7037, recall=0.9500, f1-score=0.8085, support=20.0000
대구: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
대구광역시농아인협회: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
대구광역시청: precision=0.7273, recall=0.8000, f1-score=0.7619, support=10.0000
대기: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
대단하다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
대덕구주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
대들다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=20.0000
대물림: precision=0.8696, recall=1.0000, f1-score=0.9302, support=20.0000
대박: precision=0.9000, recall=0.9000, f1-score=0.9000, support=20.0000
대전광역시청: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
대지: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
대출: precision=1.0000, recall=1.0000, f1-score=1.0000, support=30.0000
더디다: precision=0.8571, recall=0.9000, f1-score=0.8780, support=20.0000
던지다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
덥다: precision=0.6364, recall=0.7000, f1-score=0.6667, support=10.0000
도련님: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
도벽: precision=0.8571, recall=0.6000, f1-score=0.7059, support=10.0000
도봉구지부: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
도봉산: precision=0.4762, recall=1.0000, f1-score=0.6452, support=10.0000
독립: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
독산: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
독서: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
독서광: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
독일: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
독일어: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
독재자: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
독특: precision=1.0000, recall=0.7000, f1-score=0.8235, support=20.0000
돌기둥: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
돌보다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
돕다: precision=0.9286, recall=0.8667, f1-score=0.8966, support=30.0000
동거: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동구지부: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
동대문: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
동대문구수어통역센터: precision=0.5263, recall=1.0000, f1-score=0.6897, support=10.0000
동대문구지부: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
동두천: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동두천시수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동두천시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동메달: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동상이몽: precision=0.8261, recall=0.9500, f1-score=0.8837, support=20.0000
동작구수어통역센터: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
동작구주민지원센터: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
동해시청: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
동화책: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
돼지고기: precision=1.0000, recall=0.5000, f1-score=0.6667, support=10.0000
두근거리다: precision=0.8750, recall=0.7000, f1-score=0.7778, support=10.0000
